date_time,temperature
05.01.2015 09:00:00,1.2708983
05.01.2015 10:00:00,1.1384709
05.01.2015 11:00:00,1.6079488
05.01.2015 12:00:00,2.1449575
05.01.2015 13:00:00,1.6547613
05.01.2015 14:00:00,1.3921821
05.01.2015 15:00:00,1.0894258
05.01.2015 16:00:00,1.0458784
05.01.2015 17:00:00,0.7561209
05.01.2015 18:00:00,0.76012063
05.01.2015 19:00:00,0.60408616
05.01.2015 20:00:00,0.52429295
05.01.2015 21:00:00,0.21831799
05.01.2015 22:00:00,-0.4012115
05.01.2015 23:00:00,-0.31414258
06.01.2015 00:00:00,-0.28254187
06.01.2015 01:00:00,-0.80785835
06.01.2015 02:00:00,-0.882542
06.01.2015 03:00:00,-0.90065885
06.01.2015 04:00:00,-1.1211238
06.01.2015 05:00:00,-1.1505103
06.01.2015 06:00:00,-1.2059786
06.01.2015 07:00:00,-1.8270769
06.01.2015 08:00:00,-1.9429083
06.01.2015 09:00:00,-2.7716217
06.01.2015 10:00:00,-2.7998035
06.01.2015 11:00:00,-1.1181717
06.01.2015 12:00:00,-1.0511868
06.01.2015 13:00:00,0.6421882
06.01.2015 14:00:00,2.5243125
06.01.2015 15:00:00,2.5636535
06.01.2015 16:00:00,2.023362
06.01.2015 17:00:00,1.2439568
06.01.2015 18:00:00,0.26815283
06.01.2015 19:00:00,-0.4322884
06.01.2015 20:00:00,-0.92704904
06.01.2015 21:00:00,-0.64606905
06.01.2015 22:00:00,-0.49565578
06.01.2015 23:00:00,-0.104878604
07.01.2015 00:00:00,-0.47282863
07.01.2015 01:00:00,0.03626311
07.01.2015 02:00:00,0.04898262
07.01.2015 03:00:00,0.3264166
07.01.2015 04:00:00,-0.06482339
07.01.2015 05:00:00,-0.34529746
07.01.2015 06:00:00,-0.06269741
07.01.2015 07:00:00,0.22758931
07.01.2015 08:00:00,-0.029580116
07.01.2015 09:00:00,0.6912844
07.01.2015 10:00:00,0.90150213
07.01.2015 11:00:00,1.5910543
07.01.2015 12:00:00,2.6455207
07.01.2015 13:00:00,3.5060074
07.01.2015 14:00:00,3.326685
07.01.2015 15:00:00,4.084431
07.01.2015 16:00:00,3.1578493
07.01.2015 17:00:00,2.7884965
07.01.2015 18:00:00,1.6606863
07.01.2015 19:00:00,0.3943447
07.01.2015 20:00:00,0.11444569
07.01.2015 21:00:00,-0.26372182
07.01.2015 22:00:00,0.02558279
07.01.2015 23:00:00,-0.99306333
08.01.2015 00:00:00,-1.3657577
08.01.2015 01:00:00,-0.63370025
08.01.2015 02:00:00,0.07538772
08.01.2015 03:00:00,0.8601686
08.01.2015 04:00:00,0.6509559
08.01.2015 05:00:00,1.1356779
08.01.2015 06:00:00,0.73235834
08.01.2015 07:00:00,1.2269597
08.01.2015 08:00:00,2.5800977
08.01.2015 09:00:00,1.9468737
08.01.2015 10:00:00,2.2974517
08.01.2015 11:00:00,2.8689137
08.01.2015 12:00:00,3.4426298
08.01.2015 13:00:00,4.5478406
08.01.2015 14:00:00,5.356922
08.01.2015 15:00:00,5.3155913
08.01.2015 16:00:00,5.7400675
08.01.2015 17:00:00,6.0878506
08.01.2015 18:00:00,5.9967604
08.01.2015 19:00:00,6.6546917
08.01.2015 20:00:00,6.19985
08.01.2015 21:00:00,6.2849216
08.01.2015 22:00:00,6.5458555
08.01.2015 23:00:00,6.148834
09.01.2015 00:00:00,3.3154118
09.01.2015 01:00:00,3.6280632
09.01.2015 02:00:00,3.5090857
09.01.2015 03:00:00,3.7818203
09.01.2015 04:00:00,3.9315248
09.01.2015 05:00:00,3.5432346
09.01.2015 06:00:00,2.719223
09.01.2015 07:00:00,4.5297804
09.01.2015 08:00:00,4.7540083
09.01.2015 09:00:00,4.759086
09.01.2015 10:00:00,5.6466694
09.01.2015 11:00:00,6.137664
09.01.2015 12:00:00,7.633926
09.01.2015 13:00:00,7.7089767
09.01.2015 14:00:00,7.375889
09.01.2015 15:00:00,7.6589994
09.01.2015 16:00:00,7.732859
09.01.2015 17:00:00,7.8680086
09.01.2015 18:00:00,8.50383
09.01.2015 19:00:00,8.455817
09.01.2015 20:00:00,7.961971
09.01.2015 21:00:00,7.058389
09.01.2015 22:00:00,6.6398087
09.01.2015 23:00:00,5.577203
10.01.2015 00:00:00,5.9284616
10.01.2015 01:00:00,7.0964804
10.01.2015 02:00:00,7.917323
10.01.2015 03:00:00,10.15554
10.01.2015 04:00:00,11.60698
10.01.2015 05:00:00,11.870165
10.01.2015 06:00:00,12.319727
10.01.2015 07:00:00,12.010894
10.01.2015 08:00:00,11.926016
10.01.2015 09:00:00,12.929304
10.01.2015 10:00:00,13.396598
10.01.2015 11:00:00,14.20626
10.01.2015 12:00:00,13.654577
10.01.2015 13:00:00,14.369175
10.01.2015 14:00:00,14.584566
10.01.2015 15:00:00,13.426004
10.01.2015 16:00:00,12.911733
10.01.2015 17:00:00,12.219388
10.01.2015 18:00:00,11.37975
10.01.2015 19:00:00,11.455244
10.01.2015 20:00:00,3.7008128
10.01.2015 21:00:00,3.8587961
10.01.2015 22:00:00,4.2610283
10.01.2015 23:00:00,3.791431
11.01.2015 00:00:00,3.34452
11.01.2015 01:00:00,2.2260113
11.01.2015 02:00:00,2.2747498
11.01.2015 03:00:00,2.0779905
11.01.2015 04:00:00,1.8632561
11.01.2015 05:00:00,1.6518176
11.01.2015 06:00:00,1.732997
11.01.2015 07:00:00,1.4817787
11.01.2015 08:00:00,1.3924676
11.01.2015 09:00:00,1.722255
11.01.2015 10:00:00,1.6950904
11.01.2015 11:00:00,2.5413325
11.01.2015 12:00:00,3.5159492
11.01.2015 13:00:00,3.1888132
11.01.2015 14:00:00,3.361054
11.01.2015 15:00:00,3.5457869
11.01.2015 16:00:00,3.0410523
11.01.2015 17:00:00,-0.44355226
11.01.2015 18:00:00,0.91593885
11.01.2015 19:00:00,1.7351925
11.01.2015 20:00:00,1.8711519
11.01.2015 21:00:00,2.4087067
11.01.2015 22:00:00,2.5172777
11.01.2015 23:00:00,2.739782
12.01.2015 00:00:00,2.7256637
12.01.2015 01:00:00,3.0006416
12.01.2015 02:00:00,3.1705012
12.01.2015 03:00:00,3.251699
12.01.2015 04:00:00,3.3871055
12.01.2015 05:00:00,3.3765697
12.01.2015 06:00:00,3.770607
12.01.2015 07:00:00,3.493641
12.01.2015 08:00:00,3.535973
12.01.2015 09:00:00,4.0848966
12.01.2015 10:00:00,4.043172
12.01.2015 11:00:00,4.4852843
12.01.2015 12:00:00,4.463683
12.01.2015 13:00:00,4.4174533
12.01.2015 14:00:00,4.631885
12.01.2015 15:00:00,4.750747
12.01.2015 16:00:00,4.9884605
12.01.2015 17:00:00,5.102125
12.01.2015 18:00:00,4.755139
12.01.2015 19:00:00,4.6116877
12.01.2015 20:00:00,4.873028
12.01.2015 21:00:00,4.816526
12.01.2015 22:00:00,5.3505993
12.01.2015 23:00:00,5.2056017
13.01.2015 00:00:00,5.249784
13.01.2015 01:00:00,5.7004023
13.01.2015 02:00:00,5.909007
13.01.2015 03:00:00,5.8108463
13.01.2015 04:00:00,6.507599
13.01.2015 05:00:00,6.198148
13.01.2015 06:00:00,5.9243393
13.01.2015 07:00:00,5.980698
13.01.2015 08:00:00,5.5581365
13.01.2015 09:00:00,5.723225
13.01.2015 10:00:00,4.359656
13.01.2015 11:00:00,6.5548515
13.01.2015 12:00:00,8.211164
13.01.2015 13:00:00,9.073507
13.01.2015 14:00:00,9.366216
13.01.2015 15:00:00,9.836009
13.01.2015 16:00:00,10.285037
13.01.2015 17:00:00,9.956028
13.01.2015 18:00:00,9.789801
13.01.2015 19:00:00,9.918991
13.01.2015 20:00:00,10.167831
13.01.2015 21:00:00,9.759008
13.01.2015 22:00:00,9.510344
13.01.2015 23:00:00,8.584989
14.01.2015 00:00:00,8.72118
14.01.2015 01:00:00,8.328275
14.01.2015 02:00:00,6.6394634
14.01.2015 03:00:00,7.1881766
14.01.2015 04:00:00,7.455308
14.01.2015 05:00:00,6.542071
14.01.2015 06:00:00,5.6663446
14.01.2015 07:00:00,5.770795
14.01.2015 08:00:00,6.173936
14.01.2015 09:00:00,5.5173645
14.01.2015 10:00:00,2.8865807
14.01.2015 11:00:00,4.3351455
14.01.2015 12:00:00,4.175263
14.01.2015 13:00:00,4.8861723
14.01.2015 14:00:00,5.647729
14.01.2015 15:00:00,5.045778
14.01.2015 16:00:00,5.6500106
14.01.2015 17:00:00,4.721742
14.01.2015 18:00:00,4.975303
14.01.2015 19:00:00,3.548328
14.01.2015 20:00:00,1.0450313
14.01.2015 21:00:00,1.343516
14.01.2015 22:00:00,0.7730746
14.01.2015 23:00:00,0.6703707
15.01.2015 00:00:00,0.837996
15.01.2015 01:00:00,0.15366673
15.01.2015 02:00:00,0.31990504
15.01.2015 03:00:00,-0.4397534
15.01.2015 04:00:00,-0.32366157
15.01.2015 05:00:00,0.00400424
15.01.2015 06:00:00,1.1373643
15.01.2015 07:00:00,1.5584354
15.01.2015 08:00:00,1.9031761
15.01.2015 09:00:00,3.9110878
15.01.2015 10:00:00,4.238655
15.01.2015 11:00:00,4.2311554
15.01.2015 12:00:00,5.20993
15.01.2015 13:00:00,5.804719
15.01.2015 14:00:00,5.4321623
15.01.2015 15:00:00,5.881486
15.01.2015 16:00:00,6.35758
15.01.2015 17:00:00,6.36298
15.01.2015 18:00:00,5.695919
15.01.2015 19:00:00,5.475383
15.01.2015 20:00:00,5.278386
15.01.2015 21:00:00,5.3388453
15.01.2015 22:00:00,5.7008276
15.01.2015 23:00:00,5.6102686
16.01.2015 00:00:00,5.935187
16.01.2015 01:00:00,5.5893326
16.01.2015 02:00:00,5.0591583
16.01.2015 03:00:00,5.692217
16.01.2015 04:00:00,6.316699
16.01.2015 05:00:00,6.5978527
16.01.2015 06:00:00,7.632146
16.01.2015 07:00:00,6.511152
16.01.2015 08:00:00,6.486437
16.01.2015 09:00:00,5.942647
16.01.2015 10:00:00,6.099658
16.01.2015 11:00:00,6.328039
16.01.2015 12:00:00,5.8073635
16.01.2015 13:00:00,5.776267
16.01.2015 14:00:00,5.4856052
16.01.2015 15:00:00,5.084786
16.01.2015 16:00:00,4.7528963
16.01.2015 17:00:00,4.2840586
16.01.2015 18:00:00,4.1847773
16.01.2015 19:00:00,4.44576
16.01.2015 20:00:00,4.385173
16.01.2015 21:00:00,4.6608763
16.01.2015 22:00:00,4.5498524
16.01.2015 23:00:00,4.651189
17.01.2015 00:00:00,4.4580574
17.01.2015 01:00:00,4.202544
17.01.2015 02:00:00,4.128604
17.01.2015 03:00:00,4.209281
17.01.2015 04:00:00,3.303874
17.01.2015 05:00:00,2.3008864
17.01.2015 06:00:00,1.3760784
17.01.2015 07:00:00,1.4957169
17.01.2015 08:00:00,1.6390315
17.01.2015 09:00:00,1.8500466
17.01.2015 10:00:00,1.7088225
17.01.2015 11:00:00,2.1076853
17.01.2015 12:00:00,2.855052
17.01.2015 13:00:00,3.312825
17.01.2015 14:00:00,3.752334
17.01.2015 15:00:00,3.5460367
17.01.2015 16:00:00,3.4594574
17.01.2015 17:00:00,2.5574179
17.01.2015 18:00:00,1.6252135
17.01.2015 19:00:00,1.2368855
17.01.2015 20:00:00,0.070049286
17.01.2015 21:00:00,-0.57947195
17.01.2015 22:00:00,-0.65962195
17.01.2015 23:00:00,-1.7971001
18.01.2015 00:00:00,-1.7726316
18.01.2015 01:00:00,-1.2583277
18.01.2015 02:00:00,-1.0605687
18.01.2015 03:00:00,-1.65731
18.01.2015 04:00:00,-2.0573545
18.01.2015 05:00:00,-2.7655122
18.01.2015 06:00:00,-3.6523967
18.01.2015 07:00:00,-2.8000975
18.01.2015 08:00:00,-2.9190378
18.01.2015 09:00:00,-3.529086
18.01.2015 10:00:00,-4.0214634
18.01.2015 11:00:00,-2.004596
18.01.2015 12:00:00,-0.6563021
18.01.2015 13:00:00,0.32068074
18.01.2015 14:00:00,2.2623215
18.01.2015 15:00:00,2.3710651
18.01.2015 16:00:00,2.308353
18.01.2015 17:00:00,1.8262554
18.01.2015 18:00:00,-0.39046693
18.01.2015 19:00:00,-0.45938325
18.01.2015 20:00:00,-1.329252
18.01.2015 21:00:00,-2.1868477
18.01.2015 22:00:00,-2.4180303
18.01.2015 23:00:00,-2.604774
19.01.2015 00:00:00,-1.9926038
19.01.2015 01:00:00,-2.5619302
19.01.2015 02:00:00,-2.6962204
19.01.2015 03:00:00,-4.388776
19.01.2015 04:00:00,-4.239401
19.01.2015 05:00:00,-4.3750396
19.01.2015 06:00:00,-4.8578005
19.01.2015 07:00:00,-3.8356428
19.01.2015 08:00:00,-3.452859
19.01.2015 09:00:00,-2.7840157
19.01.2015 10:00:00,-2.4666278
19.01.2015 11:00:00,-2.2279494
19.01.2015 12:00:00,-1.4294572
19.01.2015 13:00:00,-0.42767298
19.01.2015 14:00:00,0.18842483
19.01.2015 15:00:00,0.8231356
19.01.2015 16:00:00,1.8908372
19.01.2015 17:00:00,1.2945582
19.01.2015 18:00:00,0.72633266
19.01.2015 19:00:00,0.74195194
19.01.2015 20:00:00,-0.14724123
19.01.2015 21:00:00,0.4386027
19.01.2015 22:00:00,-0.090031385
19.01.2015 23:00:00,0.15029442
20.01.2015 00:00:00,-0.21332765
20.01.2015 01:00:00,-0.027763367
20.01.2015 02:00:00,-0.19357562
20.01.2015 03:00:00,-0.12259638
20.01.2015 04:00:00,-0.14478338
20.01.2015 05:00:00,-0.10723472
20.01.2015 06:00:00,-0.45549273
20.01.2015 07:00:00,-0.48911333
20.01.2015 08:00:00,-0.50643337
20.01.2015 09:00:00,-0.60108495
20.01.2015 10:00:00,-0.47449613
20.01.2015 11:00:00,0.0055252314
20.01.2015 12:00:00,-0.23248386
20.01.2015 13:00:00,0.23868644
20.01.2015 14:00:00,0.35403478
20.01.2015 15:00:00,0.22726679
20.01.2015 16:00:00,0.4650458
20.01.2015 17:00:00,-0.06546116
20.01.2015 18:00:00,-0.4844823
20.01.2015 19:00:00,-0.5406774
20.01.2015 20:00:00,-0.69335353
20.01.2015 21:00:00,-0.7790382
20.01.2015 22:00:00,-0.80056477
20.01.2015 23:00:00,-0.8592224
21.01.2015 00:00:00,-1.2920073
21.01.2015 01:00:00,-0.9701899
21.01.2015 02:00:00,-1.1481599
21.01.2015 03:00:00,-1.0856183
21.01.2015 04:00:00,-1.1339495
21.01.2015 05:00:00,-1.3755293
21.01.2015 06:00:00,-1.2233778
21.01.2015 07:00:00,-1.4913101
21.01.2015 08:00:00,-1.2431755
21.01.2015 09:00:00,-1.3823481
21.01.2015 10:00:00,-1.2527473
21.01.2015 11:00:00,-1.4411817
21.01.2015 12:00:00,-1.0925498
21.01.2015 13:00:00,-1.1924059
21.01.2015 14:00:00,-1.0566919
21.01.2015 15:00:00,-1.1436778
21.01.2015 16:00:00,-0.37281847
21.01.2015 17:00:00,-1.3025031
21.01.2015 18:00:00,-1.2669444
21.01.2015 19:00:00,-1.3496273
21.01.2015 20:00:00,-1.6938577
21.01.2015 21:00:00,-2.2260523
21.01.2015 22:00:00,-2.6753097
21.01.2015 23:00:00,-3.093736
22.01.2015 00:00:00,-2.807373
22.01.2015 01:00:00,-2.4883194
22.01.2015 02:00:00,-2.0701334
22.01.2015 03:00:00,-2.0002117
22.01.2015 04:00:00,-2.1982198
22.01.2015 05:00:00,-1.9315827
22.01.2015 06:00:00,-1.989471
22.01.2015 07:00:00,-1.994647
22.01.2015 08:00:00,-2.1176867
22.01.2015 09:00:00,-2.138964
22.01.2015 10:00:00,-1.9988656
22.01.2015 11:00:00,-1.9374304
22.01.2015 12:00:00,-1.8150938
22.01.2015 13:00:00,-1.7043953
22.01.2015 14:00:00,-1.7290187
22.01.2015 15:00:00,-1.7308407
22.01.2015 16:00:00,-1.6398158
22.01.2015 17:00:00,-1.5041497
22.01.2015 18:00:00,-1.3679504
22.01.2015 19:00:00,-1.3344514
22.01.2015 20:00:00,-1.2908087
22.01.2015 21:00:00,-1.393348
22.01.2015 22:00:00,-1.5910771
22.01.2015 23:00:00,-1.9825506
23.01.2015 00:00:00,-2.0526257
23.01.2015 01:00:00,-2.0160828
23.01.2015 02:00:00,-2.043882
23.01.2015 03:00:00,-2.1868443
23.01.2015 04:00:00,-2.1157277
23.01.2015 05:00:00,-2.337294
23.01.2015 06:00:00,-2.3837557
23.01.2015 07:00:00,-2.4530616
23.01.2015 08:00:00,-2.5242093
23.01.2015 09:00:00,-2.4264112
23.01.2015 10:00:00,-2.2777026
23.01.2015 11:00:00,-2.4154139
23.01.2015 12:00:00,-2.41592
23.01.2015 13:00:00,-2.3188157
23.01.2015 14:00:00,-2.112348
23.01.2015 15:00:00,-1.9891491
23.01.2015 16:00:00,-2.2654796
23.01.2015 17:00:00,-2.0994458
23.01.2015 18:00:00,-2.518542
23.01.2015 19:00:00,-2.8374243
23.01.2015 20:00:00,-2.667679
23.01.2015 21:00:00,-2.7672548
23.01.2015 22:00:00,-2.644147
23.01.2015 23:00:00,-2.6332824
24.01.2015 00:00:00,-2.5901618
24.01.2015 01:00:00,-2.5137777
24.01.2015 02:00:00,-2.5507317
24.01.2015 03:00:00,-2.6574397
24.01.2015 04:00:00,-2.7339628
24.01.2015 05:00:00,-2.7173226
24.01.2015 06:00:00,-2.561589
24.01.2015 07:00:00,-2.4928367
24.01.2015 08:00:00,-2.3819358
24.01.2015 09:00:00,-2.8195596
24.01.2015 10:00:00,-2.7568665
24.01.2015 11:00:00,-1.5843487
24.01.2015 12:00:00,0.006300688
24.01.2015 13:00:00,0.27489614
24.01.2015 14:00:00,1.3156691
24.01.2015 15:00:00,0.4000193
24.01.2015 16:00:00,-0.5773753
24.01.2015 17:00:00,-0.9515681
24.01.2015 18:00:00,-0.7801132
24.01.2015 19:00:00,-1.3612673
24.01.2015 20:00:00,-1.5183117
24.01.2015 21:00:00,-1.0797035
24.01.2015 22:00:00,-0.98950624
24.01.2015 23:00:00,-1.377233
25.01.2015 00:00:00,-0.9986161
25.01.2015 01:00:00,-0.33232105
25.01.2015 02:00:00,0.16055524
25.01.2015 03:00:00,0.0662508
25.01.2015 04:00:00,-0.078389764
25.01.2015 05:00:00,-0.28646898
25.01.2015 06:00:00,-0.3189633
25.01.2015 07:00:00,-0.3025782
25.01.2015 08:00:00,0.0121359825
25.01.2015 09:00:00,-0.46131504
25.01.2015 10:00:00,-0.2504542
25.01.2015 11:00:00,0.5574783
25.01.2015 12:00:00,1.0959558
25.01.2015 13:00:00,1.8824621
25.01.2015 14:00:00,1.9303538
25.01.2015 15:00:00,1.498343
25.01.2015 16:00:00,1.1584486
25.01.2015 17:00:00,0.6788217
25.01.2015 18:00:00,0.5936583
25.01.2015 19:00:00,-0.17333388
25.01.2015 20:00:00,-0.32095683
25.01.2015 21:00:00,-0.07233596
25.01.2015 22:00:00,0.4015236
25.01.2015 23:00:00,0.31516826
26.01.2015 00:00:00,0.462034
26.01.2015 01:00:00,0.20187879
26.01.2015 02:00:00,0.33683407
26.01.2015 03:00:00,0.22345114
26.01.2015 04:00:00,0.50306
26.01.2015 05:00:00,-0.123800755
26.01.2015 06:00:00,-0.3951869
26.01.2015 07:00:00,-0.69678545
26.01.2015 08:00:00,-1.0598801
26.01.2015 09:00:00,-1.3406487
26.01.2015 10:00:00,-0.41382706
26.01.2015 11:00:00,-0.2908039
26.01.2015 12:00:00,0.6491144
26.01.2015 13:00:00,1.746315
26.01.2015 14:00:00,2.1984353
26.01.2015 15:00:00,1.9745091
26.01.2015 16:00:00,1.6355041
26.01.2015 17:00:00,1.2106305
26.01.2015 18:00:00,1.0507443
26.01.2015 19:00:00,0.33423734
26.01.2015 20:00:00,-0.5456635
26.01.2015 21:00:00,0.515641
26.01.2015 22:00:00,0.56430376
26.01.2015 23:00:00,0.4143132
27.01.2015 00:00:00,0.86745965
27.01.2015 01:00:00,1.4407839
27.01.2015 02:00:00,1.5806649
27.01.2015 03:00:00,1.306386
27.01.2015 04:00:00,1.1411781
27.01.2015 05:00:00,1.6139911
27.01.2015 06:00:00,1.4712112
27.01.2015 07:00:00,1.0322345
27.01.2015 08:00:00,1.1333171
27.01.2015 09:00:00,1.0174987
27.01.2015 10:00:00,1.0830945
27.01.2015 11:00:00,1.2986121
27.01.2015 12:00:00,1.07457
27.01.2015 13:00:00,1.9282174
27.01.2015 14:00:00,2.3487203
27.01.2015 15:00:00,3.2555022
27.01.2015 16:00:00,1.7081314
27.01.2015 17:00:00,2.1463637
27.01.2015 18:00:00,1.7138895
27.01.2015 19:00:00,1.7954806
27.01.2015 20:00:00,1.0799004
27.01.2015 21:00:00,0.6492057
27.01.2015 22:00:00,0.83936334
27.01.2015 23:00:00,1.2547494
28.01.2015 00:00:00,1.3400383
28.01.2015 01:00:00,1.2830734
28.01.2015 02:00:00,0.7703264
28.01.2015 03:00:00,1.4189758
28.01.2015 04:00:00,0.6607559
28.01.2015 05:00:00,0.36761844
28.01.2015 06:00:00,-0.015395403
28.01.2015 07:00:00,0.8107301
28.01.2015 08:00:00,0.76683044
28.01.2015 09:00:00,0.92596126
28.01.2015 10:00:00,1.5039303
28.01.2015 11:00:00,2.4883335
28.01.2015 12:00:00,3.0841475
28.01.2015 13:00:00,2.5791516
28.01.2015 14:00:00,2.5258396
28.01.2015 15:00:00,2.2641385
28.01.2015 16:00:00,2.6577697
28.01.2015 17:00:00,2.6646821
28.01.2015 18:00:00,2.6025345
28.01.2015 19:00:00,2.7417033
28.01.2015 20:00:00,3.1237159
28.01.2015 21:00:00,3.1072702
28.01.2015 22:00:00,1.0933484
28.01.2015 23:00:00,1.8711545
29.01.2015 00:00:00,2.454859
29.01.2015 01:00:00,2.0593343
29.01.2015 02:00:00,1.756531
29.01.2015 03:00:00,0.96417546
29.01.2015 04:00:00,0.16266298
29.01.2015 05:00:00,0.4348365
29.01.2015 06:00:00,0.130746
29.01.2015 07:00:00,0.029611588
29.01.2015 08:00:00,-0.58989644
29.01.2015 09:00:00,-0.89607096
29.01.2015 10:00:00,0.3572023
29.01.2015 11:00:00,0.73729396
29.01.2015 12:00:00,1.3756655
29.01.2015 13:00:00,1.3730185
29.01.2015 14:00:00,1.758822
29.01.2015 15:00:00,0.91024697
29.01.2015 16:00:00,1.1055475
29.01.2015 17:00:00,1.5706012
29.01.2015 18:00:00,1.2096719
29.01.2015 19:00:00,0.44111598
29.01.2015 20:00:00,0.5057696
29.01.2015 21:00:00,1.0632616
29.01.2015 22:00:00,1.1997693
29.01.2015 23:00:00,1.6463034
30.01.2015 00:00:00,1.3314588
30.01.2015 01:00:00,1.4634638
30.01.2015 02:00:00,1.7094805
30.01.2015 03:00:00,1.8372803
30.01.2015 04:00:00,1.66916
30.01.2015 05:00:00,1.7849941
30.01.2015 06:00:00,1.7598293
30.01.2015 07:00:00,1.534066
30.01.2015 08:00:00,1.2700694
30.01.2015 09:00:00,1.2158222
30.01.2015 10:00:00,1.534848
30.01.2015 11:00:00,0.2659651
30.01.2015 12:00:00,0.28505623
30.01.2015 13:00:00,1.334753
30.01.2015 14:00:00,1.2337362
30.01.2015 15:00:00,0.7541579
30.01.2015 16:00:00,1.2179068
30.01.2015 17:00:00,0.82317924
30.01.2015 18:00:00,-0.45611095
30.01.2015 19:00:00,-0.67575765
30.01.2015 20:00:00,-0.7630081
30.01.2015 21:00:00,-0.6912215
30.01.2015 22:00:00,-0.76290274
30.01.2015 23:00:00,-0.85433006
31.01.2015 00:00:00,-0.50263536
31.01.2015 01:00:00,-1.0709505
31.01.2015 02:00:00,-1.2494043
31.01.2015 03:00:00,-1.7560742
31.01.2015 04:00:00,-1.6447399
31.01.2015 05:00:00,-1.2686588
31.01.2015 06:00:00,-2.344192
31.01.2015 07:00:00,-1.9366493
31.01.2015 08:00:00,-2.0132031
31.01.2015 09:00:00,-1.8732696
31.01.2015 10:00:00,-1.3629446
31.01.2015 11:00:00,-0.06632674
31.01.2015 12:00:00,1.0185798
31.01.2015 13:00:00,2.3584797
31.01.2015 14:00:00,2.0713565
31.01.2015 15:00:00,1.352899
31.01.2015 16:00:00,1.6154308
31.01.2015 17:00:00,1.5533558
31.01.2015 18:00:00,0.5799302
31.01.2015 19:00:00,0.038485885
31.01.2015 20:00:00,-0.52043915
31.01.2015 21:00:00,-0.7639661
31.01.2015 22:00:00,-0.89587593
31.01.2015 23:00:00,-0.88313603
01.02.2015 00:00:00,-1.7431378
01.02.2015 01:00:00,-1.778162
01.02.2015 02:00:00,-1.758111
01.02.2015 03:00:00,-1.5012906
01.02.2015 04:00:00,-1.6614733
01.02.2015 05:00:00,-1.6148748
01.02.2015 06:00:00,-1.476418
01.02.2015 07:00:00,-2.5324855
01.02.2015 08:00:00,-2.626003
01.02.2015 09:00:00,-2.680939
01.02.2015 10:00:00,-2.8834355
01.02.2015 11:00:00,-2.1360314
